unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession
705,Schmidt,Frithjof,Dr.,NA,NA,NA,NA,1,6,1,140,Bochum I,5,1,4,1,1953,Bochum,Bad Harzburg,Sozialwissenschaftler
706,Dröge,Katharina,NA,NA,https://www.facebook.com/katharina.droege,https://www.facebook.com/KatharinaDroegeMdB,https://twitter.com/katdro,1,7,1,95,Köln III,5,1,4,0,1984,Köln,Münster,Dipl.-Volkswirtin
707,Kurth,Markus,NA,NA,https://www.facebook.com/mdb.markuskurth/,https://www.facebook.com/markuskurthmdb,https://twitter.com/markuskurthmdb,1,8,1,142,Dortmund I,5,1,4,1,1966,Dortmund,Bonn-Beuel,Dipl.-Politikwissenschaftler
708,Klein-Schmeink,Maria,NA,NA,https://www.facebook.com/maria.kleinschmeink,NA,https://twitter.com/MariaKlSchmeink,1,9,1,129,Münster,5,1,4,0,1958,Münster,Hamminkeln-Dingden,Soziologin
709,Gehring,Kai Boris,NA,NA,https://www.facebook.com/kai.gehring/,NA,https://twitter.com/KaiGehring,1,10,1,120,Essen III,5,1,4,1,1977,Essen,Mülheim an der Ruhr,Dipl.-Sozialwissenschaftler
710,Schauws,Ursula (Ulle),NA,NA,https://www.facebook.com/ulleschauwsmdb,NA,https://twitter.com/ulle_schauws,1,11,1,114,Krefeld II – Wesel II,5,1,4,0,1966,Krefeld,Hüls (jetzt Krefeld),Film- und Fernsehwissenschaftlerin
711,Ostendorff,Friedrich,NA,NA,https://www.facebook.com/Friedrich-Ostendorff-273747032417/,NA,https://twitter.com/FOstendorff,1,12,1,127,Coesfeld – Steinfurt II,5,1,4,1,1953,Bergkamen,Dortmund,Bauer
712,Koczy,Ute,NA,NA,https://www.facebook.com/ute.koczy,NA,https://twitter.com/utekoczy,1,13,1,135,Lippe I,5,0,4,0,1961,Lemgo,Heidenheim an der Brenz,Kulturwissenschaftlerin
713,Dahmen,Janosch,Dr.,NA,https://www.facebook.com/janoschdahmen,NA,https://twitter.com/janoschdahmen,1,14,1,139,Ennepe-Ruhr-Kreis II,5,0,4,1,1981,Witten,Berlin,Arzt
714,Nick,Ophelia,Dr.,NA,https://www.facebook.com/Jörn-Leunert-1429884317079327/,https://www.facebook.com/J%C3%B6rn-Leunert-753082724711016/,https://twitter.com/JoernLeunert,1,15,1,105,Mettmann II,5,0,4,0,1973,Wülfrath,Herdecke,Tierärztin
715,Metz,Martin,NA,NA,https://www.facebook.com/martin.metz.526,NA,https://twitter.com/MartinMetz83,1,16,1,98,Rhein-Sieg-Kreis II,5,0,4,1,1983,Sankt Augustin,Siegburg,Dipl.-Geograph
716,Friede,Lisa-Marie,NA,NA,https://www.facebook.com/lisamarie.friede,NA,https://twitter.com/lisamariefriede,1,17,1,101,Leverkusen – Köln IV,5,0,4,0,1992,Köln,Salzkotten,Studentin
717,Wagener,Robin,NA,NA,https://www.facebook.com/robin.wagener,https://www.facebook.com/WagenerRobin/,https://twitter.com/robinwagener,1,18,1,136,Höxter – Lippe II,5,0,4,1,1980,Bad Salzuflen,Bielefeld,Richter
718,Eglence,Gönül,NA,NA,https://www.facebook.com/geglence,NA,https://twitter.com/GonulEglence,1,19,1,119,Essen II,5,0,4,0,1979,Essen,Detmold,Referentin für politische Bildung
719,Gesenhues,Jan-Niclas,NA,NA,https://www.facebook.com/JanniGesenhues,NA,https://twitter.com/jn_gesenhues,1,20,1,128,Steinfurt III,5,0,4,1,1990,Emsdetten,Karlsruhe,wiss. Mitarbeiter
720,Neumeister,Annika,NA,NA,https://www.facebook.com/anneumeister,https://www.facebook.com/das.Sauerland.ist.gruen,https://twitter.com/AnNeumeister,1,21,1,147,Hochsauerlandkreis,5,0,4,0,1987,Arnsberg,Arnsberg,Lehrerin
721,Rock,Simon,NA,NA,https://www.facebook.com/simon.rock.33,NA,https://twitter.com/SI_RO1988,1,22,1,148,Siegen-Wittgenstein,5,0,4,1,1988,Netphen,Siegen,wiss. Mitarbeiter
722,Krumwiede-Steiner,Franziska,NA,NA,https://www.facebook.com/profile.php?id=100015911797242,NA,https://twitter.com/FranziKrumwiede,1,23,1,118,Mülheim – Essen I,5,0,4,0,1985,Mülheim an der Ruhr,Ingolstadt,Dozentin (M. Ed.)
723,Außendorf,Maik,NA,NA,https://www.facebook.com/maik.aussendorf,NA,https://twitter.com/maik_aussendorf,1,24,1,100,Rheinisch-Bergischer Kreis,5,0,4,1,1971,Bergisch Gladbach,Hiltrup (jetzt Münster),Dipl.-Mathematiker
724,Meurer,Dignanllely,NA,NA,NA,NA,NA,1,25,0,NA,NA,5,0,4,0,1990,Erkelenz,"Puerto Plato, Dom. Rep.",Betriebswirtin (B. A.)
725,Voss,Patrick,NA,NA,https://www.facebook.com/vosspatrickgruene,NA,https://twitter.com/patrick_voss_,1,26,1,117,Oberhausen – Wesel III,5,0,4,1,1998,Dinslaken,Hamm,Schüler
726,Anschütz,Elisabeth,NA,NA,NA,NA,NA,1,27,1,97,Rhein-Sieg-Kreis I,5,0,4,0,1962,Windeck,Gummersbach,Hauswirtschaftsmeisterin
727,Tietz-Latza,Alexander,NA,NA,https://www.facebook.com/alexander.tietz,https://www.facebook.com/TietzLatza/,https://twitter.com/alexander_tietz,1,28,1,88,Aachen II,5,0,4,1,1981,Aachen,Köln,Jurist
728,Feldmann,Katrin,NA,NA,https://www.facebook.com/katrin.feldmann.37,https://www.facebook.com/KatrinFeldmannGruene/,NA,1,29,1,87,Aachen I,5,0,4,0,1968,Aachen,Braunschweig,Politikwissenschaftlerin (M. A.)
729,Walter,Peter,NA,NA,https://www.facebook.com/peter.walter.7161,NA,NA,1,30,1,109,Mönchengladbach,5,0,4,1,1954,Mönchengladbach,Mönchengladbach,Lehrer
730,Warnecke,Rüdiger,NA,NA,https://www.facebook.com/rudiger.warnecke,https://www.facebook.com/rudiger.warnecke.1,NA,1,31,1,91,Rhein-Erft-Kreis I,5,0,4,1,1959,Elsdorf,Münster (Westf.),Kaufmann Grundstücks- und Wohnungswirtschaft
731,Wörle,Andrea,NA,NA,NA,NA,NA,1,32,0,NA,NA,5,0,4,0,1985,Duisburg,Schongau,Dipl.-Sozialwissenschaftlerin
732,Miah,Shahabuddin,NA,NA,https://www.facebook.com/miah56,NA,NA,1,33,1,146,Soest,5,0,4,1,1956,Werl,"Bajitpur, Bangladesch",Dolmetscher / Übersetzer
733,Sasse,Jana,NA,NA,https://www.facebook.com/jana.sasse.5,NA,NA,1,34,1,134,Minden-Lübbecke I,5,0,4,0,1994,Porta Westfalica,Minden,Auszubildende
734,Stolzenberger,Christoph,NA,NA,https://www.facebook.com/Christoph4Berlin,https://www.facebook.com/profile.php?id=100010462246409,NA,1,35,1,89,Heinsberg,5,0,4,1,1967,Erkelenz,Issum,Kulturmanager
735,Beck,Sabine,NA,von der,https://www.facebook.com/sabine.vonderbeck,NA,https://twitter.com/vdbine,1,36,1,141,Herne – Bochum II,5,0,4,0,1963,Herne,Wiesbaden,Dipl.-Volkswirtin / PR-Beraterin
736,Wächter,Jürgen,Dr.,NA,https://www.facebook.com/jurgen.wachter.5682,NA,https://twitter.com/waechterjuergen,1,37,1,131,Gütersloh I,5,0,4,1,1962,Werther (Westf.),Bielefeld,Stadtamtsrat
737,Haltaufderheide,Karen,NA,NA,https://www.facebook.com/karen.haltaufderheide,NA,NA,1,38,1,138,Hagen – Ennepe-Ruhr-Kreis I,5,0,4,0,1960,Wetter (Ruhr),Wetter (Ruhr),Angestellte
738,Warnecke,Uwe,NA,NA,https://www.facebook.com/uwe.warnecke.31,NA,NA,1,39,1,107,Düsseldorf II,5,0,4,1,1963,Düsseldorf,Düsseldorf,Rechtsanwalt
739,Ignatowitz,Hans-Werner,NA,NA,https://www.facebook.com/Gruene.Euskirchen.Rhein.Erft.Kreis.II/,NA,NA,0,NA,1,92,Euskirchen – Rhein-Erft-Kreis II,5,0,4,1,1968,Euskirchen,Marburg,Beamter
740,Schwanitz,Hans,NA,NA,https://www.facebook.com/hans.schwanitz.9,NA,https://twitter.com/hans_schwanitz,0,NA,1,93,Köln I,5,0,4,1,1977,Köln,Münster,Verwalter
741,Braun,Michael,NA,NA,https://www.facebook.com/Michael-Braun-538774676330350/,NA,NA,0,NA,1,99,Oberbergischer Kreis,5,0,4,1,1965,Reichshof,Bergneustadt,staatl. geprüfter Landwirt
742,Meyer,Sylvia,NA,NA,https://www.facebook.com/sylvia.meyer.eu,NA,https://twitter.com/SylvMeyer,0,NA,1,102,Wuppertal I,5,0,4,0,1963,Wuppertal,Bielefeld,Angestellte
743,Brehmer,Ilka,NA,NA,https://www.facebook.com/ilka.brehmer.9,NA,NA,0,NA,1,103,Solingen – Remscheid – Wuppertal II,5,0,4,0,1971,Remscheid,Werne,Dipl.-Verwaltungswirtin
744,Elsholz,Paula,NA,NA,https://www.facebook.com/paula.elsholz,NA,https://twitter.com/paulaelsholz,0,NA,1,106,Düsseldorf I,5,0,4,0,1987,Düsseldorf,Gdingen,Referentin GLS Treuhand e.V.
745,Gehrmann,Peter,Dr.,NA,NA,NA,NA,0,NA,1,108,Neuss I,5,0,4,1,1960,Grevenbroich,Bremen,Biologe
746,Badra,Susanne Mervat,NA,NA,https://www.facebook.com/susannemervat.badra.7,NA,NA,0,NA,1,110,Krefeld I – Neuss II,5,0,4,0,1991,Korschenbroich,Mönchengladbach,Verwaltungsfachangestellte / duale Studentin
747,Heinen,Jürgen,NA,NA,https://www.facebook.com/jurgen.heinen.98,NA,NA,0,NA,1,111,Viersen,5,0,4,1,1961,Schwalmtal,Waldniel,Suchtberater
748,Jöbkes,Bruno,NA,NA,https://www.facebook.com/Bruno-Jöbkes-115897143277/,https://www.facebook.com/bruno.jobkes,https://twitter.com/jbkes,0,NA,1,112,Kleve,5,0,4,1,1967,Wachtendonk,St. Tönis (jetzt Tönisvorst),Dipl.-Geograph / Geschäftsführer
749,Meiners,Stefan,NA,NA,https://www.facebook.com/profile.php?id=100012612090279,NA,NA,0,NA,1,113,Wesel I,5,0,4,1,1977,Voerde (Niederrhein),Dinslaken,Beamter
750,Spiczak-Brzezinski,Anna,NA,von,https://www.facebook.com/anna.vonspiczak,NA,https://twitter.com/SpiczakVonA,0,NA,1,115,Duisburg I,5,0,4,0,1986,Duisburg,Duisburg,Politikwissenschaftlerin
751,Banaszak,Felix,NA,NA,https://www.facebook.com/felix.banaszak,NA,https://twitter.com/fbanaszak,0,NA,1,116,Duisburg II,5,0,4,1,1989,Duisburg,Duisburg,parl. Assistent
752,Lordieck,Holger,NA,NA,https://www.facebook.com/holger.lordieck,NA,NA,0,NA,1,126,Borken II,5,0,4,1,1969,Raesfeld,Marl,Tischler
753,Schniggendiller,Marion,NA,NA,NA,NA,NA,0,NA,1,130,Warendorf,5,0,4,0,1962,Everswinkel,Münster,zahnmed. Verwaltungsfachangestellte
754,Babenhauserheide,Maik,NA,NA,https://www.facebook.com/maik.babenhauserheide,NA,https://twitter.com/babman,0,NA,1,133,Herford – Minden-Lübbecke II,5,0,4,1,1975,Enger,Bünde,Webdesigner
755,Reuter,Ingrid,NA,NA,NA,NA,NA,0,NA,1,143,Dortmund II,5,0,4,0,1957,Dortmund,Köln,Redakteurin
756,Sacher,Michael,NA,NA,NA,NA,NA,0,NA,1,144,Unna I,5,0,4,1,1964,Unna,Dortmund,Buchhändler
757,Kneisel,Eckhard,NA,NA,NA,NA,NA,0,NA,1,145,Hamm – Unna II,5,0,4,1,1963,Lünen,Soest,Dipl.-Ing. Städtebau und Regionalplanung
758,Haberle,John,NA,NA,https://www.facebook.com/john.haberle,NA,https://twitter.com/HaberleJohn,0,NA,1,150,Märkischer Kreis II,5,0,4,1,1970,Iserlohn,Bochum,Dipl.-Sozialwissenschaftler
759,Hohn,Christian,NA,NA,https://www.facebook.com/christian.hohn.94,NA,NA,0,NA,1,149,Olpe – Märkischer Kreis I,5,0,4,1,1945,Olpe,Berlin,Rentner
760,Matzoll,Jan,NA,NA,https://www.facebook.com/jan.matzoll,NA,NA,0,NA,1,121,Recklinghausen I,5,0,4,1,1985,Recklinghausen,Brilon,Angestellter
761,Lammersmann,Bernhard,NA,NA,NA,NA,https://twitter.com/InfoLammersmann,0,NA,1,124,Steinfurt I – Borken I,5,0,4,1,1964,Reken,Greven,Dipl.-Ing. Landwirtschaft (FH)
762,Nowak,Rita Magdalena,NA,NA,https://www.facebook.com/ritanowak2017,https://www.facebook.com/ritanowak.37,NA,0,NA,1,122,Recklinghausen II,5,0,4,0,1957,Recklinghausen,Recklingshausen,Pensionärin
763,Swoboda,Andrea,NA,NA,https://www.facebook.com/andrea.swoboda.3,NA,NA,0,NA,1,125,Bottrop – Recklinghausen III,5,0,4,0,1968,Bottrop,Essen,Angestellte
764,Oster,Hartmut,NA,NA,https://www.facebook.com/padergruen,https://www.facebook.com/hartmut.oster,https://twitter.com/hartmut_oster,0,NA,1,137,Paderborn – Gütersloh III,5,0,4,1,1964,Borchen,Saarbrücken,Erzieher
765,Leunert,Jörn,NA,NA,https://www.facebook.com/ophelia.nick,NA,https://twitter.com/OpheliaNick,0,NA,1,104,Mettmann I,5,0,4,1,1952,Mettmann,Hamburg,Dipl.-Ingenieur
766,Wagenknecht,Sahra,Dr.,NA,https://www.facebook.com/sahra.wagenknecht/,NA,https://twitter.com/swagenknecht,1,1,1,107,Düsseldorf II,5,1,3,0,1969,Düsseldorf,Jena,MdB
767,Birkwald,Matthias W.,NA,NA,https://www.facebook.com/matthias.w.birkwald,NA,https://twitter.com/mwbirkwald,1,2,1,94,Köln II,5,1,3,1,1961,Köln,Münster,Dipl.-Sozialwissenschaftler
768,Dağdelen,Sevim,NA,NA,https://www.facebook.com/Sevim-Dagdelen-1753343008226103/,NA,https://twitter.com/sevimdagdelen,1,3,1,140,Bochum I,5,1,3,0,1975,Bochum,Duisburg,Journalistin
769,Hunko,Andrej,NA,NA,https://www.facebook.com/andrej.hunko,https://www.facebook.com/profile.php?id=100008170146837,https://twitter.com/andrejhunko,1,4,1,87,Aachen I,5,1,3,1,1963,Aachen,München,Mediengestalter
770,Jelpke,Ursula (Ulla),NA,NA,https://www.facebook.com/Ulla.Jelpke/,NA,https://twitter.com/ullajelpke,1,5,1,142,Dortmund I,5,1,3,0,1951,Berlin,Hamburg,Journalistin
771,Movassat,Niema,NA,NA,https://www.facebook.com/profile.php?id=100004628954890,https://www.facebook.com/Movassat.Niema/,https://twitter.com/niemamovassat,1,6,1,117,Oberhausen – Wesel III,5,1,3,1,1984,Oberhausen,Wuppertal,Jurist
772,Vogler,Kathrin,NA,NA,https://www.facebook.com/kathrin.vogler.77,https://www.facebook.com/kathrin.vogler/,https://twitter.com/voglerk,1,7,1,128,Steinfurt III,5,1,3,0,1963,Emsdetten,München,MdB
773,Zdebel,Hubertus,NA,NA,https://www.facebook.com/hubertus.zdebel,https://www.facebook.com/ZdebelHubertus/,https://twitter.com/zdebelhubertus,1,8,1,129,Münster,5,1,3,1,1954,Münster,Elten,Journalist
774,Gabelmann,Sylvia,NA,NA,https://www.facebook.com/sylvia.gabelmann,NA,https://twitter.com/sylviagabelmann,1,9,1,148,Siegen-Wittgenstein,5,0,3,0,1958,Siegen,Bad Homburg v. d. Höhe,Apothekerin
775,Neu,Alexander,Dr.,NA,https://www.facebook.com/alexander.neu.376,NA,https://twitter.com/AlexanderSNeu,1,10,1,97,Rhein-Sieg-Kreis I,5,1,3,1,1969,Köln,Harmonie (jetzt Eitorf),Politikwissenschaftler
776,Remmers,Ingrid,NA,NA,https://www.facebook.com/ingrid.remmers.52,NA,https://twitter.com/ingrid_remmers,1,11,1,123,Gelsenkirchen,5,0,3,0,1965,Bochum,Ibbenbüren,Sozialwissenschaftlerin
777,Straetmanns,Friedrich,NA,NA,https://www.facebook.com/Friedrich-Straetmanns-DIE-LINKE-Bielefeld-1835956256662557,NA,NA,1,12,1,132,Bielefeld – Gütersloh II,5,0,3,1,1961,Bielefeld,Bielefeld,Richter
778,Bruns,Hannah,NA,NA,https://www.facebook.com/leolo.becker,NA,NA,1,13,0,NA,NA,5,0,3,0,1993,Bochum,Bochum,Journalistin
779,Gökhan,Zeki,NA,NA,https://www.facebook.com/zeki.gokhan.568,NA,NA,1,14,1,91,Rhein-Erft-Kreis I,5,0,3,1,1956,Frechen,"Mazgirt, Türkei",Lagerleiter
780,Halili,Gabriele,NA,NA,https://www.facebook.com/gabi.halili.5,NA,NA,1,15,1,88,Aachen II,5,0,3,0,1963,Stolberg (Rhld.),Stolberg (Rhld.),Bürokauffrau
781,Bruns,Michael,NA,NA,https://www.facebook.com/michael.bruns.lippstadt,NA,https://twitter.com/bruns75michael,1,16,0,NA,NA,5,0,3,1,1973,Lippstadt,Lippstadt,Werkzeugmechaniker
782,Mohr-Simeonidis,Ingeborg,NA,NA,https://www.facebook.com/inge.mohrsimeonidis,NA,NA,1,17,1,149,Olpe – Märkischer Kreis I,5,0,3,0,1950,Reichshof,Grevesmühlen,Rentnerin
783,Bäther,Heiner,NA,NA,https://www.facebook.com/Heiner-B%C3%A4ther-611166775743621/,https://www.facebook.com/heiner.bather,NA,1,18,1,110,Krefeld I – Neuss II,5,0,3,1,1969,Korschenbroich,Lank-Latum (jetzt Meerbusch),Gartenbautechniker
784,Jacob-Reisinger,Ursula,NA,NA,NA,NA,NA,1,19,1,135,Lippe I,5,0,3,0,1957,Lage,München,Gewerkschaftssekretärin
785,Millen,Marvin,NA,NA,https://www.facebook.com/profile.php?id=100011656897364,NA,https://twitter.com/MillenMarvin,1,20,0,NA,NA,5,0,3,1,1994,Iserlohn,Hagen,Student
786,Ates,Özden,NA,NA,NA,NA,NA,1,21,1,115,Duisburg I,5,0,3,0,1970,Duisburg,"Pinarbasi-Kayseri, Türkei",Kommunikationswissenschaftlerin
787,Röken,Gernod,Dr.,NA,NA,NA,NA,1,22,1,127,Coesfeld – Steinfurt II,5,0,3,1,1951,Olfen,Gelsenkirchen,Lehrbeauftragter
788,Bücken-Kramps,Sandra,NA,NA,https://www.facebook.com/sandra.buckenkramps,NA,NA,1,23,0,NA,NA,5,0,3,0,1974,Datteln,Bergisch Gladbach,Angestellte
789,Agu,Diyar,NA,NA,NA,NA,https://twitter.com/diyar_dersim62,1,24,1,99,Oberbergischer Kreis,5,0,3,1,1999,Gummersbach,Gummersbach,Schüler
790,Lubitz,Eleonore,NA,NA,https://www.facebook.com/eleonore.lubitz,NA,https://twitter.com/dielinkeLub,1,25,0,NA,NA,5,0,3,0,1958,Schwelm,Hagen,Angestellte
791,Simon,Ansgar,NA,NA,NA,NA,NA,1,26,0,NA,NA,5,0,3,1,1964,Höxter,Hildesheim,Rentner
792,Kappeler,Ursula,NA,NA,NA,NA,NA,1,27,0,NA,NA,5,0,3,0,1955,Versmold,Köln,Rentnerin
793,Applegate,Philipp,NA,NA,https://www.facebook.com/phillip.applegate.9,NA,NA,1,28,0,NA,NA,5,0,3,1,1988,Köln,Bad Hersfeld,Student
794,Ebel,Helga,NA,NA,NA,NA,NA,1,29,0,NA,NA,5,0,3,0,1945,Aachen,Elsoff (Westerwald),Dipl.-Sozialpädagogin i. R.
795,Hugo,Karl-Heinz,NA,NA,https://www.facebook.com/karlheinz.hugo,NA,NA,1,30,0,NA,NA,5,0,3,1,1957,Stolberg (Rhld.),Aachen-Brand,Rentner
796,Schütze-Lülsdorf,Susanne,NA,NA,https://www.facebook.com/Susanne-Schütze-L%C3%BClsdorf-269485006802395/,https://www.facebook.com/susanne.schutzelulsdorf,NA,0,NA,1,92,Euskirchen – Rhein-Erft-Kreis II,5,0,3,0,1966,Euskirchen,Trier,Krankenschwester
797,Yilmaz,Murat,NA,NA,NA,NA,NA,0,NA,1,93,Köln I,5,0,3,1,1976,Köln,Rüthen,IT-Berater
798,Tokyürek,Güldane,NA,NA,https://www.facebook.com/sebire,NA,https://twitter.com/GuldaneTokyurek,0,NA,1,95,Köln III,5,0,3,0,1973,Köln,Erzincan,Juristin
799,Repschläger,Jürgen,NA,NA,NA,NA,NA,0,NA,1,96,Bonn,5,0,3,1,1961,Bonn,Bad Godesberg (jetzt Bonn),selbst. Antiquar
800,Droste,Michael,NA,NA,NA,NA,NA,0,NA,1,98,Rhein-Sieg-Kreis II,5,0,3,1,1960,Königswinter,Wesel,Physiker
801,Hane-Knoll,Beate,NA,NA,https://www.facebook.com/profile.php?id=100016294213761,NA,NA,0,NA,1,101,Leverkusen – Köln IV,5,0,3,0,1961,Köln,Dortmund,Krankenschwester
802,Sander,Bernhard,NA,NA,https://www.facebook.com/bernhard.sander,NA,NA,0,NA,1,102,Wuppertal I,5,0,3,1,1955,Wuppertal,Hagen,Angestellter
803,Scheffels,Adrian,NA,NA,https://www.facebook.com/ascheffels/,https://www.facebook.com/hinzursonne,NA,0,NA,1,103,Solingen – Remscheid – Wuppertal II,5,0,3,1,1993,Solingen,Bergisch Gladbach,Student
804,Bonn,Udo Adam,NA,NA,NA,NA,NA,0,NA,1,106,Düsseldorf I,5,0,3,1,1953,Düsseldorf,Stommeln,techn. Angestellter
805,Sperling,Roland,NA,NA,https://www.facebook.com/roland.sperling.96,NA,https://twitter.com/rasperling,0,NA,1,108,Neuss I,5,0,3,1,1961,Neuss,Karlsruhe,Rechtsanwalt
806,Merkens,Sebastian,NA,NA,https://www.facebook.com/martin.hof.5,NA,NA,0,NA,1,109,Mönchengladbach,5,0,3,1,1980,Mönchengladbach,Mönchengladbach,Erzieher
807,Saßen,Christoph,NA,NA,https://www.facebook.com/christoph.sassen,NA,https://twitter.com/chsassen,0,NA,1,111,Viersen,5,0,3,1,1978,Viersen,Breyell (jetzt Nettetal),Verkäufer
808,Niemann,Ferdinand,NA,NA,https://www.facebook.com/fer.niemann,https://www.facebook.com/ferdinand.niemann,https://twitter.com/fer_niemann,0,NA,1,112,Kleve,5,0,3,1,1992,Ratzeburg,Ratzeburg,Student
809,Baßfeld,Gerd,NA,NA,https://www.facebook.com/gerd.bassfeld,NA,NA,0,NA,1,113,Wesel I,5,0,3,1,1947,Dinslaken,Dinslaken,Sozialpädagoge i. R.
810,Büddemann,Manfred,NA,NA,NA,NA,https://twitter.com/M_Bueddemann,0,NA,1,114,Krefeld II – Wesel II,5,0,3,1,1951,Krefeld,Brackwede (jetzt Bielefeld),Rentner
811,Scheffler,Marc,NA,NA,NA,NA,NA,0,NA,1,118,Mülheim – Essen I,5,0,3,1,1996,Mülheim an der Ruhr,Mülheim an der Ruhr,Student
812,Kerekes,Daniel,NA,NA,https://www.facebook.com/daniel.kegevara,NA,https://twitter.com/_danielkerekes,0,NA,1,119,Essen II,5,0,3,1,1987,Essen,Solingen,Angestellter
813,Kaplan,Ayten,NA,NA,https://www.facebook.com/ayten.kaplan.338,NA,NA,0,NA,1,120,Essen III,5,0,3,0,1970,Essen,Adana,Berufspädagogin
814,Sperl,David,NA,NA,https://www.facebook.com/david.sp.9634,NA,NA,0,NA,1,125,Bottrop – Recklinghausen III,5,0,3,1,1990,Gladbeck,Gladbeck,Altenpfleger
815,Jenkel,Reiner Erwin,NA,NA,https://www.facebook.com/rjenkel,NA,https://twitter.com/rjenkel,0,NA,1,130,Warendorf,5,0,3,1,1950,Ahlen,Cuxhaven,Lehrer i. R.
816,Ibrahimsadeh,Shen,NA,NA,NA,NA,NA,0,NA,1,131,Gütersloh I,5,0,3,1,1997,Gütersloh,Münster (Westf.),Student
817,Neumann,Sebastian Jerry,NA,NA,https://www.facebook.com/sebastian.j.neumann,NA,NA,0,NA,1,134,Minden-Lübbecke I,5,0,3,1,1991,Lübbecke,Ostercappeln,Student / Altenpflegefachkraft
818,Nowak,Siegfried,NA,NA,NA,NA,NA,0,NA,1,137,Paderborn – Gütersloh III,5,0,3,1,1958,Salzkotten,Norf,Rentner
819,Erlenhofer,Celine Ellenore,NA,NA,https://www.facebook.com/Celine-Erlenhofer-427433387649080/,NA,https://twitter.com/cushelidusheli,0,NA,1,143,Dortmund II,5,0,3,0,1998,Dortmund,Dortmund,Studentin
820,Helle,Robert,NA,NA,https://www.facebook.com/robert.helle.3,NA,NA,0,NA,1,146,Soest,5,0,3,1,1998,Warstein,Warstein,Schüler
821,Karzig,Dieter,NA,NA,https://www.facebook.com/dieter.karzig,NA,NA,0,NA,1,104,Mettmann I,5,0,3,1,1970,Langenfeld (Rheinland),Düsseldorf,Versicherungskaufmann
822,Kretschmer,Martin,NA,NA,NA,NA,NA,0,NA,1,116,Duisburg II,5,0,3,1,1973,Duisburg,Oberhausen,IT-Systemelektroniker
823,Burmeister,Erich Karl,NA,NA,https://www.facebook.com/ErichBurmeister121,NA,https://twitter.com/BurmeisterErich,0,NA,1,121,Recklinghausen I,5,0,3,1,1953,Recklinghausen,Recklinghausen,selbständig
824,Willemsen,Petra,NA,NA,https://www.facebook.com/profile.php?id=100012375995445,NA,NA,0,NA,1,122,Recklinghausen II,5,0,3,0,1959,Datteln,Gelsenkirchen,psychologische Beraterin
825,Draeger,Hannes,NA,NA,https://www.facebook.com/Hannes-Draeger-320994398336172,https://www.facebook.com/hannes.draeger,NA,0,NA,1,124,Steinfurt I – Borken I,5,0,3,1,1983,Münster,Berlin,Angestellter
826,Stoffel,Fabian Alexander,NA,NA,https://www.facebook.com/fabian.stoffel.90,NA,NA,0,NA,1,133,Herford – Minden-Lübbecke II,5,0,3,1,1995,Hiddenhausen,Herford,Student
827,Kleinemeier,Sven,NA,NA,https://www.facebook.com/svenkleinemeier,NA,NA,0,NA,1,145,Hamm – Unna II,5,0,3,1,1981,Hamm,Hamm,Werkzeugmechaniker
828,Kempka,Heinz-Dieter,NA,NA,https://www.facebook.com/dieter.kempka.1,NA,NA,0,NA,1,139,Ennepe-Ruhr-Kreis II,5,0,3,1,1959,Herdecke,Castrop-Rauxel,kfm. Angestellter
829,Steinhage,Wolfram,NA,NA,https://www.facebook.com/profile.php?id=100011279434631,NA,NA,0,NA,1,89,Heinsberg,5,0,3,1,1955,Wassenberg,Kleve,Computertechniker
830,Veithen,Valentin,NA,NA,https://www.facebook.com/Raimund.Veithen,https://www.facebook.com/valentin.veithen,NA,0,NA,1,90,Düren,5,0,3,1,1946,Düren,Stockheim (jetzt Kreuzau),Rentner
831,Misini,Lucie,NA,NA,https://www.facebook.com/luciemisini/,NA,NA,0,NA,1,100,Rheinisch-Bergischer Kreis,5,0,3,0,1979,Bergisch Gladbach,Teplice,selbständig
832,Köster,Rainer,NA,NA,NA,NA,NA,0,NA,1,105,Mettmann II,5,0,3,1,1948,Velbert,Velbert,Lehrer i. R.
833,Kohn,Rolf Paul Christian,NA,NA,https://www.facebook.com/rolf.kohn.90,https://www.facebook.com/RolfKohnLWL,NA,0,NA,1,126,Borken II,5,0,3,1,1956,Recklinghausen,Mönchengladbach,Bürokaufmann
834,Tietz,Ruth,NA,NA,https://www.facebook.com/nc.tietzru,NA,https://twitter.com/RuthTietz1,0,NA,1,144,Unna I,5,0,3,0,1959,Bönen,Düsseldorf,Krankenschwester i. R.
835,Prange,Reinhard,NA,NA,https://www.facebook.com/reinhard.prange,NA,NA,0,NA,1,147,Hochsauerlandkreis,5,0,3,1,1947,Brilon,Brilon,Rentner
836,Kowelek,Lothar,NA,NA,NA,NA,NA,0,NA,1,136,Höxter – Lippe II,5,0,3,1,1954,Detmold,Detmold,Sozialarbeiter
837,Sondermeyer,Ralf,NA,NA,https://www.facebook.com/r.sondermeyer,NA,NA,0,NA,1,138,Hagen – Ennepe-Ruhr-Kreis I,5,0,3,1,1961,Hagen,Witten,Büroangestellter
838,Kißler,Christian,NA,NA,https://www.facebook.com/ChristianKisslerLehre,https://www.facebook.com/chriss.kissler,NA,0,NA,1,150,Märkischer Kreis II,5,0,3,1,1991,Iserlohn,Hagen-Hohenlimburg,Dozent
