unique_id,name,firstname,title,namesuffix,fblink1,fblink2,twlink,isListed,list_place,isDC,constituency,constituency_str,state,renewed_candidacy,party,sex,age,residence,birthplace,profession
839,Kleibömer,Daniel,NA,NA,https://www.facebook.com/DanielKleiboemer/,https://www.facebook.com/daniel.kleibomer,https://twitter.com/DKleiboemer,0,NA,1,141,Herne – Bochum II,5,0,3,1,1959,Herne,Wanne-Eickel (jetzt Herne),Geschäftsführer
840,Renner,Martin Erwin,NA,NA,https://www.facebook.com/Martin-E-Renner-1166598340038556,https://www.facebook.com/profile.php?id=100007329880766,https://twitter.com/Renner_AfD,1,1,1,104,Mettmann I,5,0,7,1,1954,Haan,Reutlingen,Dipl.-Betriebswirt
841,Haug,Jochen,NA,NA,NA,NA,NA,1,2,1,94,Köln II,5,0,7,1,1973,Köln,Aulendorf,Rechtsanwalt
842,Weyel,Harald,Prof. Dr.,NA,https://www.facebook.com/harald.weyel,NA,NA,1,3,0,NA,NA,5,0,7,1,1959,Bergisch Gladbach,Herborn (Dillkreis),Professor der Betriebswirtschaft
843,Gottschalk,Kay,NA,NA,https://www.facebook.com/kay.gottschalk.9,https://www.facebook.com/KayGottschalkAfD,https://twitter.com/KayGottschalk1,1,4,1,111,Viersen,5,0,7,1,1965,Hamburg,Hamburg,Angestellter
844,Schneider,Jörg,NA,NA,https://www.facebook.com/jorg.schneider.731,NA,https://twitter.com/Schneider_AfD,1,5,1,123,Gelsenkirchen,5,0,7,1,1964,Gelsenkirchen,Solingen,Lehrer
845,Jacobi,Fabian,NA,NA,https://www.facebook.com/fabian.jacobi.999,NA,https://twitter.com/FabianJacobiAfD,1,6,1,93,Köln I,5,0,7,1,1973,Köln,Münster,Rechtsanwalt
846,Lucassen,Hans-Rüdiger,NA,NA,https://www.facebook.com/profile.php?id=100003059060402,https://www.facebook.com/Lucassen.Ruediger,https://twitter.com/Buerger2016,1,7,1,92,Euskirchen – Rhein-Erft-Kreis II,5,0,7,1,1951,Bad Münstereifel,Dollerupholz,Geschäftsführer
847,Hemmelgarn,Udo Theodor,NA,NA,NA,NA,https://twitter.com/UdoHemmelgarn,1,8,1,131,Gütersloh I,5,0,7,1,1959,Harsewinkel,Harsewinkel,selbst. Kaufmann
848,Kamann,Uwe,NA,NA,https://www.facebook.com/Uwe.Kamann.BTW2017,https://www.facebook.com/uwe.kamann.afd,https://twitter.com/uwe_kamann,1,9,1,117,Oberhausen – Wesel III,5,0,7,1,1958,Aachen,Magdeburg,Elektroniker / Kaufmann
849,Espendiller,Michael,Dr.,NA,https://www.facebook.com/EspendillerM/,https://www.facebook.com/michael.espendiller,https://twitter.com/EspendillerM,1,10,1,128,Steinfurt III,5,0,7,1,1989,Aachen,Leonberg,prom. Mathematiker
850,Keuter,Stefan,NA,NA,https://www.facebook.com/Stefan.Keuter.AfD/,https://www.facebook.com/stefan.keuter,https://twitter.com/StefanKeuterAfD,1,11,1,120,Essen III,5,0,7,1,1972,Essen,Essen,Bankkaufmann
851,Mieruch,Mario,NA,NA,https://www.facebook.com/mario.mieruch,https://www.facebook.com/Mario-Mieruch-592476734135819,NA,1,12,1,124,Steinfurt I – Borken I,5,0,7,1,1975,Metelen,Magdeburg,Dipl.-Ing. Mechatronik (B. A.)
852,Witt,Uwe,NA,NA,https://www.facebook.com/WittUw,https://www.facebook.com/sean.u.witt,https://twitter.com/witt_uwe,1,13,0,NA,NA,5,0,7,1,1959,Unna,Witten,Dipl.-Personalwirt
853,Hartwig,Roland,Dr.,NA,https://www.facebook.com/roland.hartwig.33,NA,https://twitter.com/HartwigRoland,1,14,1,100,Rheinisch-Bergischer Kreis,5,0,7,1,1954,Bergisch Gladbach,Berlin,Rechtsanwalt
854,Elsner von Gronow,Gerhard Helmuth Berengar,NA,NA,https://www.facebook.com/ElsnervonGronow,https://www.facebook.com/berengar.elsnerv.gronow,NA,1,15,1,146,Soest,5,0,7,1,1978,Soest,Bad Godesberg (jetzt Bonn),Vertriebsleiter
855,Schiller,Martin,NA,NA,https://www.facebook.com/profile.php?id=100008429837523,NA,https://twitter.com/1martinschiller,1,16,1,129,Münster,5,0,7,1,1967,Münster,Dresden,Unternehmer
856,Schmidt,Eugen,NA,NA,https://www.facebook.com/schmidt.eugen0,NA,NA,1,17,0,NA,NA,5,0,7,1,1975,Hürth,Ust-Kamenogorsk,Dipl.-Informatiker
857,Schulze,Sebastian Richard,NA,NA,https://www.facebook.com/sebastian.schulze.587,https://www.facebook.com/sebastian.schulze.758399,https://twitter.com/Schulze_AfD,1,18,1,133,Herford – Minden-Lübbecke II,5,0,7,1,1976,Menden (Sauerland),Iserlohn,Dipl.-Kaufmann (FH)
858,Boyens,Stephan,NA,NA,https://www.facebook.com/boyensstephan/,NA,https://twitter.com/sboyens,1,19,1,95,Köln III,5,0,7,1,1962,Köln,"Genf, Schweiz",Beteiligungsmanager / Unternehmensentwickler
859,Schlembach,Michael Albert,NA,NA,https://www.facebook.com/michael.schlembach.90,NA,NA,1,20,0,NA,NA,5,0,7,1,1955,Neunkirchen,Schweinfurt,selbst. Kaufmann
860,Liese,Wolf-Dieter,NA,NA,https://www.facebook.com/wdliese,https://www.facebook.com/alternative.de/,https://twitter.com/wdliese,1,21,1,140,Bochum I,5,0,7,1,1958,Bochum,Bochum,Kaufmann
861,Zühlke,Stefan,NA,NA,https://www.facebook.com/stefan.zuehlke.7,NA,NA,1,22,1,99,Oberbergischer Kreis,5,0,7,1,1960,Wiehl,Lübeck,selbst. Handwerker
862,Kuppitz,Linn Deborah,NA,NA,https://www.facebook.com/A.Crowley100,NA,https://twitter.com/linnkuppitz,1,23,0,NA,NA,5,0,7,0,1980,Heinsberg,Zittau,Fachkosmetikerin
863,Krebber,Guido Kurt Peter,NA,NA,NA,NA,NA,1,24,1,115,Duisburg I,5,0,7,1,1968,Krefeld,Duisburg,Polizeioberkommissar
864,Matzerath,Markus,NA,NA,https://www.facebook.com/markus.matzerath,NA,https://twitter.com/MarkusMatzerath,0,NA,1,88,Aachen II,5,0,7,1,1970,Alsdorf,Erkelenz,Polizeibeamter
865,Navel,Hermann,NA,NA,NA,NA,NA,0,NA,1,89,Heinsberg,5,0,7,1,1948,Wassenberg,Kirchgandern,Elektromeister
866,Ulbrich,Sascha,NA,NA,https://www.facebook.com/dogman.dangerseeker,NA,https://twitter.com/saschaulbrich?lang=es,0,NA,1,96,Bonn,5,0,7,1,1972,Bonn,Immerath,Sicherheitsmanager
867,Multermann,Joachim,NA,NA,https://www.facebook.com/profile.php?id=100008080728036,NA,NA,0,NA,1,130,Warendorf,5,0,7,1,1969,Drensteinfurt,Hamm,Softwareentwickler
868,Kemper,Andreas,NA,NA,https://www.facebook.com/profile.php?id=100009530913726,NA,https://twitter.com/arwkemper,0,NA,1,137,Paderborn – Gütersloh III,5,0,7,1,1968,Bad Wünnenberg,Büren,Dipl.-Wirtschaftsingenieur
869,Garbe,Heinrich Theodor,NA,NA,NA,NA,NA,0,NA,1,142,Dortmund I,5,0,7,1,1955,Dortmund,Dortmund,Wirtschaftsjournalist
870,Jung,Pierre,NA,NA,https://www.facebook.com/pierre.jung.73,NA,https://twitter.com/pierrejungafd,0,NA,1,145,Hamm – Unna II,5,0,7,1,1976,Düsseldorf,Düsseldorf,Kraftfahrer
871,Appelt,Andreas Michael Otto,Dr.,NA,NA,NA,NA,0,NA,1,148,Siegen-Wittgenstein,5,0,7,1,1951,Bad Berleburg,Leipzig,Arzt
872,Mohr,Markus,NA,NA,https://www.facebook.com/markus.mohr.1984/,https://www.facebook.com/markus.mohr.904,https://twitter.com/markus_mohr,0,NA,1,87,Aachen I,5,0,7,1,1984,Aachen,Simmerath,Unternehmer
873,Essler,Bernd,NA,NA,NA,NA,NA,0,NA,1,90,Düren,5,0,7,1,1949,Düren,Seeg,Investmentmanager
874,Pesch,Franz,NA,NA,https://www.facebook.com/franz.pesch,NA,NA,0,NA,1,91,Rhein-Erft-Kreis I,5,0,7,1,1961,Pulheim,Köln,Kaufmann
875,Berchem,Manfred,NA,NA,NA,NA,NA,0,NA,1,98,Rhein-Sieg-Kreis II,5,0,7,1,1967,Bornheim,Bonn,Polizeibeamter
876,Witzmann,Günter Theodor,NA,NA,https://www.facebook.com/gunnar.witzmann,NA,NA,0,NA,1,101,Leverkusen – Köln IV,5,0,7,1,1949,Köln,Schwemlingen,Apotheker
877,Gedig,Dietmar,NA,NA,https://www.facebook.com/profile.php?id=100009297957179,NA,https://twitter.com/dietmar_gedig,0,NA,1,102,Wuppertal I,5,0,7,1,1985,Wuppertal,Haan,Polizeikommissar
878,Kühne,Frederick,NA,NA,https://www.facebook.com/freddy.kuehne,NA,NA,0,NA,1,103,Solingen – Remscheid – Wuppertal II,5,0,7,1,1972,Düsseldorf,Trier,staatl. geprüfter Bautechniker
879,Ulrich,Bernd,NA,NA,https://www.facebook.com/bernd.ulrich.944,NA,NA,0,NA,1,105,Mettmann II,5,0,7,1,1950,Ratingen,Bamberg,IT-Berater
880,Dietel,Guido,NA,NA,https://www.facebook.com/gdietel,NA,https://twitter.com/guidodietel,0,NA,1,106,Düsseldorf I,5,0,7,1,1963,Düsseldorf,Krefeld,selbst. IT-Berater
881,Kranefuß,Dirk Helmut,NA,NA,https://www.facebook.com/profile.php?id=100010073982580,NA,NA,0,NA,1,108,Neuss I,5,0,7,1,1945,Neuss,Gütersloh,selbst. Berater
882,Hexgen,Holger Heinz,NA,NA,https://www.facebook.com/holger.hexgen,NA,NA,0,NA,1,109,Mönchengladbach,5,0,7,1,1972,Mönchengladbach,Düsseldorf,Kaufmann
883,Rausch,Christof,NA,NA,https://www.facebook.com/christof.rausch,NA,https://twitter.com/rausch_christof?lang=de,0,NA,1,110,Krefeld I – Neuss II,5,0,7,1,1965,Düsseldorf,Düsseldorf,Versicherungskaufmann BWV
884,Plorin,Gerd,NA,NA,https://www.facebook.com/gerd.plorin.5,NA,https://twitter.com/Gerd_Plorin,0,NA,1,112,Kleve,5,0,7,1,1949,Kleve,Engelsberg (jetzt Schwesing),Wirtschaftsprüfer / Steuerberater
885,Rieger,Renatus,Dr.,NA,https://www.facebook.com/renatus.rieger.3,NA,https://twitter.com/renrieger,0,NA,1,113,Wesel I,5,0,7,1,1958,Moers,Moers,Angestellter
886,Solms,Karl Michael,Dr.,NA,NA,NA,NA,0,NA,1,116,Duisburg II,5,0,7,1,1951,Duisburg,Eiserfeld,Pensionär
887,Wrese,Alexander,NA,von,https://www.facebook.com/alexander.vonwrese,NA,https://twitter.com/alex_v_wrese,0,NA,1,118,Mülheim – Essen I,5,0,7,1,1978,Mülheim an der Ruhr,Peine,Rechtsanwalt
888,Reil,Guido Thorsten,NA,NA,https://www.facebook.com/Guido-Reil-1745982485667400/,NA,https://twitter.com/guidoreil,0,NA,1,119,Essen II,5,0,7,1,1970,Essen,Gelsenkirchen,Steiger
889,Sprick,Jürgen,NA,NA,NA,NA,NA,0,NA,1,134,Minden-Lübbecke I,5,0,7,1,1958,Petershagen,Uchte,Kaufmann
890,Eiche,Michael,NA,NA,https://www.facebook.com/michael.eiche.79,NA,NA,0,NA,1,138,Hagen – Ennepe-Ruhr-Kreis I,5,0,7,1,1964,Düsseldorf,Hagen,Verwaltungsangestellter
891,Wolf,Armin,NA,NA,https://www.facebook.com/ArminWolf.AFD/,https://www.facebook.com/armin.w.wolf,https://twitter.com/wolf_armin,0,NA,1,141,Herne – Bochum II,5,0,7,1,1965,Herne,Bochum,Steuerberater
892,Handt,Andreas,NA,NA,https://www.facebook.com/AndreasHandtBTW2017,https://www.facebook.com/andreas.handt.94,https://twitter.com/AndresHandt,0,NA,1,144,Unna I,5,0,7,1,1979,Düren,Hamburg,Disponent
893,Schaefer,Hans-Martin,NA,NA,https://www.facebook.com/martinschaeferafd/,https://www.facebook.com/profile.php?id=100015884925949,https://twitter.com/martinschaefer2,0,NA,1,147,Hochsauerlandkreis,5,0,7,1,1965,Arnsberg,Iserlohn,Unternehmer
894,Heger,Klaus,NA,NA,NA,NA,NA,0,NA,1,149,Olpe – Märkischer Kreis I,5,0,7,1,1955,Wenden,Frankfurt am Main,kfm. Leiter
895,Helferich,Matthias,NA,NA,https://www.facebook.com/helferich.afd/,https://www.facebook.com/profile.php?id=100012728716049,https://twitter.com/Helferich_AfD,0,NA,1,143,Dortmund II,5,0,7,1,1988,Dortmund,Dortmund,wiss. Mitarbeiter
896,Malisch,Jessica,NA,NA,https://www.facebook.com/jessicamalischAfD,https://www.facebook.com/profile.php?id=100009044844510,https://twitter.com/jessica_malisch,0,NA,1,107,Düsseldorf II,5,0,7,0,1983,Gelsenkirchen,Datteln,Verwaltungsangestellte
897,Müller,Peter,NA,NA,NA,NA,NA,0,NA,1,114,Krefeld II – Wesel II,5,0,7,1,1961,Kempen,Krefeld,Industriekaufmann
898,Christ,Steffen Michel Sigmar,NA,NA,NA,NA,NA,0,NA,1,121,Recklinghausen I,5,0,7,1,1969,Recklinghausen,Stuttgart,selbständig
899,Stegmann,Alfred,NA,NA,https://www.facebook.com/Alfred-Stegmann-597750253947768,https://www.facebook.com/Alfredilein,https://twitter.com/Alfred_Stegmann,0,NA,1,125,Bottrop – Recklinghausen III,5,0,7,1,1961,Bottrop,Dortmund,Immobiliensachverständiger
900,Tünker,Olaf,NA,NA,https://www.facebook.com/olaf.tunker,NA,NA,0,NA,1,135,Lippe I,5,0,7,1,1966,Dörentrup,Lemgo,Raumausstattermeister
901,Senges,Norbert,NA,NA,NA,NA,NA,0,NA,1,136,Höxter – Lippe II,5,0,7,1,1962,Warburg,Kassel,Lehrer
902,Brinkrolf,Johannes,NA,NA,https://www.facebook.com/profile.php?id=100016132778337,NA,NA,0,NA,1,132,Bielefeld – Gütersloh II,5,0,7,1,1964,Rheda-Wiedenbrück,Rheda,Wirtschaftsinformatiker
903,Braun,Helge Reinhold,Prof. Dr.,NA,https://www.facebook.com/helge.braun,NA,https://twitter.com/HBraun,1,1,1,173,Gießen,6,1,1,1,1972,Gießen,Gießen,Arzt
904,Meister,Michael Günther,Dr.,NA,www.facebook.com/Dr.Michael.Meister,NA,https://twitter.com/meister_schafft,1,2,1,188,Bergstraße,6,1,1,1,1961,Bensheim,Lorsch,Dipl.-Mathematiker
905,Lips,Patricia,NA,NA,https://www.facebook.com/patricia.lips.3,NA,NA,1,3,1,187,Odenwald,6,1,1,0,1963,Rödermark,"Mailand, Italien",Handelsfachwirtin
906,Tauber,Peter Michael,Dr.,NA,https://www.facebook.com/tauber.peter,NA,https://twitter.com/petertauber,1,4,1,175,Main-Kinzig – Wetterau II – Schotten,6,1,1,1,1974,Gelnhausen,Frankfurt am Main,MdB
907,Siebert,Bernd,NA,NA,https://www.facebook.com/bernd.siebert.923,https://www.facebook.com/BerndSiebertMdB/,https://twitter.com/BerndSiebert,1,5,1,170,Schwalm-Eder,6,1,1,1,1949,Gudensberg,Gudensberg,selbst. Kaufmann
908,Leikert,Katja,Dr.,NA,https://www.facebook.com/leikertkatja,https://www.facebook.com/katja.leikert.1,https://twitter.com/KLeikert,1,6,1,180,Hanau,6,1,1,0,1975,Bruchköbel,Neustadt an der Weinstraße,MdB
909,Heck,Stefan,Dr.,NA,www.facebook.com/Dr.Stefan.Heck,http://www.facebook.com/stefan.heck.10,https://twitter.com/StHeck,1,7,1,171,Marburg,6,1,1,1,1982,Amöneburg,Marburg,Rechtsanwalt
910,Zimmer,Matthias Rainer,Prof. Dr.,NA,www.facebook.com/drmatthiaszimmer,https://www.facebook.com/matthias.zimmer.142,https://twitter.com/matthiaszimmer,1,8,1,182,Frankfurt am Main I,6,1,1,1,1961,Frankfurt am Main,Marburg,Hochschullehrer
911,Wiesmann,Bettina Margarethe,NA,NA,www.facebook.com/bmwiesmann,NA,NA,1,9,1,183,Frankfurt am Main II,6,0,1,0,1966,Frankfurt am Main,Berlin,Unternehmensberaterin
912,Willsch,Klaus-Peter,NA,NA,www.facebook.com/klauspeter.willsch,NA,NA,1,10,1,178,Rheingau-Taunus – Limburg,6,1,1,1,1961,Hohenstein,Bad Schwalbach,Dipl.-Volkswirt
913,Brand,Michael,NA,NA,https://www.facebook.com/Michael-Brand-MdB-1824216931170605/,NA,NA,1,11,1,174,Fulda,6,1,1,1,1973,Fulda,Fulda,MdB
914,Mannes,Astrid,Dr.,NA,www.facebook.com/wk186,NA,NA,1,12,1,186,Darmstadt,6,0,1,0,1967,Mühltal,Hilden,Bürgermeisterin
915,Viesehon,Thomas,NA,NA,https://www.facebook.com/thomas.viesehon,https://www.facebook.com/Viesehon,NA,1,13,1,167,Waldeck,6,1,1,1,1973,Volkmarsen,Volkmarsen,Bankkaufmann
916,Veith,Oswin,NA,NA,www.facebook.com/Oswin.Veith,NA,NA,1,14,1,177,Wetterau I,6,1,1,1,1961,Bad Nauheim,Ober-Wöllstadt,MdB
917,Koob,Markus Benjamin,NA,NA,https://www.facebook.com/Markus-Koob-Bundestagsabgeordneter-f%C3%BCr-Hochtaunus-und-Oberlahn-317917298338162,https://www.facebook.com/markus.koob.1,https://twitter.com/KoobMar,1,15,1,176,Hochtaunus,6,1,1,1,1977,Oberursel (Taunus),Kronberg im Taunus,MdB
918,Jung,Ingmar Ludwig,NA,NA,https://www.facebook.com/ingmar.jung.3,NA,https://twitter.com/Ingmar_Jung,1,16,1,179,Wiesbaden,6,0,1,1,1978,Wiesbaden,Wiesbaden-Sonnenberg,Staatssekretär
919,Irmer,Hans-Jürgen,NA,NA,www.facebook.com/Hans-Jürgen-Irmer-170178229988553,NA,NA,1,17,1,172,Lahn-Dill,6,0,1,1,1952,Wetzlar,Limburg a.d. Lahn,Oberstudienrat
920,Wett,Norbert,Dr.,NA,https://www.facebook.com/Norbertwettcdu/,https://www.facebook.com/norbert.wett,https://twitter.com/DrNorbertWett,1,18,1,168,Kassel,6,0,1,1,1964,Kassel,Fritzlar,selbst. Unternehmensberater
921,Sauer,Stefan,NA,NA,https://www.facebook.com/stefan.sauer.14224,NA,NA,1,19,1,184,Groß-Gerau,6,0,1,1,1966,Groß-Gerau,Rüsselsheim,Bürgermeister
922,Lübeck,Timo,NA,NA,https://www.facebook.com/timo.luebeck.9/,NA,NA,1,20,1,169,Werra-Meißner – Hersfeld-Rotenburg,6,0,1,1,1983,Haunetal,Bad Hersfeld,Verbandsreferent
923,Altenkamp,Norbert Maria,NA,NA,https://www.facebook.com/Norbert.Altenkamp,NA,NA,1,21,1,181,Main-Taunus,6,0,1,1,1972,Bad Soden am Taunus,Marl,Bürgermeister
924,Simon,Björn Manuel,NA,NA,www.facebook.com/bjoernsimon.cdu,https://www.facebook.com/bjorn.simon.90,https://twitter.com/BjoernSimon,1,22,1,185,Offenbach,6,0,1,1,1981,Obertshausen,Offenbach am Main,Politikwissenschaftler
925,Nazarenus-Vetter,Albina,NA,NA,https://www.facebook.com/albina.nazarenusvetter.3,NA,NA,1,23,0,NA,NA,6,0,1,0,1974,Frankfurt am Main,"Podsosnowo, Russland",Geschäftsführerin
926,Stolz,André,NA,NA,NA,NA,NA,1,24,0,NA,NA,6,0,1,1,1972,Idstein,Wiesbaden,Dipl.-Volkswirt
927,Otto,Birgit,NA,NA,https://www.facebook.com/birgit.otto.9083,NA,NA,1,25,0,NA,NA,6,0,1,0,1957,Grünberg,Gießen,Sozialarbeiterin
928,Tschesnok,Benjamin Sebastian,NA,NA,https://www.facebook.com/benjamin.tschesnok,NA,NA,1,26,0,NA,NA,6,0,1,1,1984,Hünfeld,Hünfeld,Rechtsanwalt
929,Lölkes,Karin,NA,NA,NA,NA,NA,1,27,0,NA,NA,6,0,1,0,1961,Münchhausen,Marburg,Hauswirtschaftsmeisterin
930,Manns,Ingrid,NA,NA,https://www.facebook.com/Insa.Manns,NA,NA,1,28,0,NA,NA,6,0,1,0,1983,Hünfeld,Fulda,Bundesbeamtin
931,Jesinghausen,Elke,NA,NA,https://www.facebook.com/elke.jesinghausen,NA,NA,1,29,0,NA,NA,6,0,1,0,1955,Diemelsee,Hofgeismar,Kauffrau
932,Fay,Christoph Georg Bernhard,NA,NA,NA,NA,https://twitter.com/FayChristoph,1,30,0,NA,NA,6,0,1,1,1955,Frankfurt am Main,Frankfurt am Main,Angestellter
933,Gontrum,Christel,NA,NA,https://www.facebook.com/christel.gontrum,NA,NA,1,31,0,NA,NA,6,0,1,0,1961,Hungen,Villingen,kfm. Angestellte
934,Schölch,Anna-Maria,NA,NA,https://www.facebook.com/annamaria.scholch,NA,NA,1,32,0,NA,NA,6,0,1,0,1973,Fuldabrück,Homberg (Efze),Hotelier
935,Schauer,Neele Franziska,NA,NA,https://www.facebook.com/neele.schauer,NA,NA,1,33,0,NA,NA,6,0,1,0,1999,Offenbach am Main,Offenbach am Main,Studentin
936,Köhler,Lutz,NA,NA,https://www.facebook.com/lutz.kohler.3,NA,NA,1,34,0,NA,NA,6,0,1,1,1982,Weiterstadt,Groß-Gerau,Jurist
937,Zips,Christine Maria,NA,NA,https://www.facebook.com/profile.php?id=100010145882774,NA,NA,1,35,0,NA,NA,6,0,1,0,1950,Weilburg,Weilburg,Beamtin
938,Söllner,Eva,NA,NA,https://www.facebook.com/eva.soellner,NA,https://twitter.com/evasoellner,1,36,0,NA,NA,6,0,1,0,1960,Liederbach am Taunus,Hof (Saale),Bürgermeisterin
939,Moritz,Karina,NA,NA,https://www.facebook.com/karina.moritz.7,NA,NA,1,37,0,NA,NA,6,0,1,0,1980,Schwalmstadt,Schwalmstadt,Fachkrankenschwester
940,Schad,Max,NA,NA,https://www.facebook.com/max.schad.52,NA,https://twitter.com/maxschad,1,38,0,NA,NA,6,0,1,1,1983,Großkrotzenburg,Offenbach am Main,Büroleiter
941,Hogh,Annette,NA,NA,https://www.facebook.com/profile.php?id=100011476473166,NA,NA,1,39,0,NA,NA,6,0,1,0,1976,Königstein im Taunus,Königstein im Taunus,Dipl.-Politologin
942,Bender,Anna-Lena,NA,NA,NA,NA,NA,1,40,0,NA,NA,6,0,1,0,1984,Hüttenberg,Gießen,Dipl.-Ökonomin
943,Habel,Anna-Lena,NA,NA,https://www.facebook.com/annalena.habel.3,NA,NA,1,41,0,NA,NA,6,0,1,0,1983,Wolfhagen,Wolfhagen,Beamtin
944,Carius,Achim,NA,NA,https://www.facebook.com/profile.php?id=100008478188939,NA,NA,1,42,0,NA,NA,6,0,1,1,1954,Oestrich-Winkel,Wiesbaden,Rechtsanwalt
945,Weirich,Alexandra,NA,NA,https://www.facebook.com/alexandra.weirich.7,NA,NA,1,43,0,NA,NA,6,0,1,0,1976,Bad Hersfeld,Bad Hersfeld,Polizeibeamtin
946,Wagner,Katharina Elisabeth,NA,NA,NA,NA,NA,1,44,0,NA,NA,6,0,1,0,1994,Mörlenbach,Heidelberg,Studentin der Rechtswissenschaft
947,Roth,Michael,NA,NA,www.facebook.com/michael.rothmdb,NA,https://twitter.com/MiRo_SPD,1,1,1,169,Werra-Meißner – Hersfeld-Rotenburg,6,1,2,1,1970,Bad Hersfeld,Heringen (Werra),Staatsminister
948,Lambrecht,Christine,NA,NA,www.facebook.com/Christine.Lambrecht.188,NA,https://twitter.com/LambrechtMdB,1,2,1,188,Bergstraße,6,1,2,0,1965,Viernheim,Mannheim,Rechtsanwältin
949,Raabe,Sascha Markus,Dr.,NA,https://www.facebook.com/DrSaschaRaabe,https://www.facebook.com/sascha.raabe.58,NA,1,3,1,180,Hanau,6,1,2,1,1968,Hanau,Frankfurt am Main,MdB
950,Schmidt,Dagmar,NA,NA,https://www.facebook.com/dagmar.schmidt.356,NA,https://twitter.com/dieschmidt,1,4,1,172,Lahn-Dill,6,1,2,0,1973,Wetzlar,Gießen,Historikerin
951,Bartol,Sören,NA,NA,www.facebook.com/soerenbartol,NA,https://twitter.com/soerenbartol,1,5,1,171,Marburg,6,1,2,1,1974,Marburg,Hamburg,Dipl.-Politologe
952,Nissen,Ulrike,NA,NA,https://www.facebook.com/ulli.nissen,https://www.facebook.com/ulli.nissen.7,https://twitter.com/UlliNissen,1,6,1,183,Frankfurt am Main II,6,1,2,0,1959,Frankfurt am Main,Essen,MdB
953,Rabanus,Martin Hermann,NA,NA,www.facebook.com/martin.rabanus,NA,https://twitter.com/MartinRabanus,1,7,1,178,Rheingau-Taunus – Limburg,6,1,2,1,1971,Taunusstein,Fulda,MdB
954,Müller,Bettina,NA,NA,www.facebook.com/BettinaMuellerSPD,https://www.facebook.com/Bettina.E.Mueller,https://twitter.com/BetMueller,1,8,1,175,Main-Kinzig – Wetterau II – Schotten,6,1,2,0,1959,Flörsbachtal,Wasserlos (jetzt Alzenau),MdB
955,Zimmermann,Jens,Dr.,NA,www.facebook.com/JensZimmermannHessen,https://www.facebook.com/jens.zi,https://twitter.com/JensZimmermann1,1,9,1,187,Odenwald,6,1,2,1,1981,Groß-Umstadt,Groß-Umstadt,MdB
956,Kömpel,Birgit,NA,NA,https://www.facebook.com/Birgit.Koempel,https://www.facebook.com/birgit.kompel,NA,1,10,1,174,Fulda,6,1,2,0,1967,Eichenzell,Fulda,MdB
957,Franke,Edgar Konrad Hartmut,Dr.,NA,www.facebook.com/FrankeEdgar,NA,https://twitter.com/FrankeEdgar,1,11,1,170,Schwalm-Eder,6,1,2,1,1960,Gudensberg,Gudensberg,MdB
958,Sprößler,Christel,NA,NA,www.facebook.com/Christel.Sproessler,NA,https://twitter.com/spro_ler,1,12,1,186,Darmstadt,6,0,2,0,1968,Roßdorf,Frankfurt am Main,Bürgermeisterin
959,Körner,Matthias,NA,NA,https://www.facebook.com/matthiaskoernerberlin,NA,NA,1,13,1,173,Gießen,6,0,2,1,1969,Gießen,Kassel,Gewerkschaftssekretär
960,Pawlik,Natalie,NA,NA,www.facebook.com/PawlikNatalie,https://www.facebook.com/natalie.m.pawlik,NA,1,14,1,177,Wetterau I,6,0,2,0,1992,Bad Nauheim,Wostok,Studentin
961,Rottloff,Simon,NA,NA,https://www.facebook.com/Rottloff,NA,https://twitter.com/SimonRottloff,1,15,1,179,Wiesbaden,6,0,2,1,1977,Wiesbaden,Lauterbach,Betriebsrat
962,Dilcher,Esther,NA,NA,www.facebook.com/esther.dilcher,NA,NA,1,16,1,167,Waldeck,6,0,2,0,1965,Hofgeismar,Hofgeismar,Rechtsanwältin / Notarin
963,Schabedoth,Hans Joachim,Dr.,NA,https://www.facebook.com/schabedoth,https://www.facebook.com/profile.php?id=100000017323594,NA,1,17,1,176,Hochtaunus,6,1,2,1,1952,Frankfurt am Main,Daseburg (jetzt Warburg),MdB
964,Seewald,Ilja-Kristin,Dr.,NA,www.facebook.com/SPDIljaKristinSeewald,NA,https://twitter.com/ikseewald,1,18,1,181,Main-Taunus,6,0,2,0,1968,Königstein im Taunus,Celle,Journalistin
965,Firat,Tuna,NA,NA,www.facebook.com/tunafiratBundestag,NA,https://twitter.com/TunaFirat,1,19,1,185,Offenbach,6,0,2,1,1981,Dietzenbach,Dieburg,Rechtsanwalt
966,Schenk,Britta,NA,NA,https://www.facebook.com/britta.schenk.9,NA,https://twitter.com/SPDBrittaSchenk,1,20,0,NA,NA,6,0,2,0,1964,Weilrod,Offenbach am Main,Einkäuferin
967,Gremmels,Timon,NA,NA,https://www.facebook.com/TimonGremmels,NA,https://twitter.com/Timon_Gremmels,1,21,1,168,Kassel,6,0,2,1,1976,Niestetal,Marburg,MdL
968,Sarikaya,Serpil,NA,NA,https://www.facebook.com/serpil.sarikaya.353,NA,NA,1,22,0,NA,NA,6,0,2,0,1968,Neu-Isenburg,Frankfurt am Main,Angestellte
969,Deboy,Jan Patrick Jürgen,NA,NA,www.facebook.com/jan.deboy.bundestag,NA,https://twitter.com/Jan246,1,23,1,184,Groß-Gerau,6,0,2,1,1985,Gernsheim,Heppenheim (Bergstraße),Kulturanthropologe
